asin,categories/0/0,description,title,price,salesRank/Books,imUrl,genre
140441042,Books,Text: English (translation)Original Language: Latin--This text refers to thePaperbackedition.,The Early History of Rome: Books I-V of the History of Rome from its Foundation (Penguin Classics) (Bks. 1-5),9.99,80700,http://ecx.images-amazon.com/images/I/41QZWD2032L.jpg,Classics
61724947,Books,"Aldous Huxley (1894-1963) is the author of the classic novelsBrave New World,Island,Eyeless in Gaza, andThe Genius and the Goddess, as well as such critically acclaimed nonfiction works asThe Devils of Loudun,The Doors of Perception, andThe Perennial Philosophy. Born in Surrey, England, and educated at Oxford,he died in Los Angeles, California.","The Perennial Philosophy: An Interpretation of the Great Mystics, East and West",10.23,15981,http://ecx.images-amazon.com/images/I/51HYux-ANyL.jpg,Philosophy
60648082,Books,Krishnamurti influenced me profoundly and helped me personally break through the confines of my own self-imposed restrictions to my freedom Deepak Chopra One of the greatest thinkers of the age -- the Dalai Lama Krishnamurti is one of the most significant human beings of the twentieth century -- Deepak Chopra--This text refers to theUnknown Bindingedition.,Freedom from the Known,11.59,20845,http://ecx.images-amazon.com/images/I/51eP6qYePBL.jpg,Philosophy
60648805,Books,"[Krishnamurtis] language is naked, revelatory and inspiring. It pierces the clouds of philosophy which confound our thought and restores the springs of action.... He initiated no new faith or dogma, questioned everything, cultivated doubt and perseverance, freed himself of illusion and enchantment of pride, vanity, and every subtle form of dominion over others. . . . I know of no other living man whose thought is more inspiring. -- Henry Miller In my own life Krishnamurti influenced me profoundly and helped me personally break through the confines of my own self-imposed restrictions to my freedom. -- Deepak Chopra, M.D.",Total Freedom: The Essential Krishnamurti,11.89,36952,http://ecx.images-amazon.com/images/I/41fL3mzI9HL.jpg,Biography
60648317,Books,"Text: English, Tibetan (translation)",The First and Last Freedom,10.23,22658,http://ecx.images-amazon.com/images/I/51B4DG9mM5L.jpg,History
62510134,Books,"J. Krishnamurti (1895-1986) was a renowned spiritual teacher whose lectures and writings have inspired thousands. His works includeOn Mind and Thought, On Nature and the Environment, On Relationship, On Living and Dying, On Love and Lonliness, On Fear,andOn Freedom.",On Love and Loneliness,8.89,305023,http://ecx.images-amazon.com/images/I/51nNV6MKVML.jpg,Spiritual
60648341,Books,"This comprehensive record of Krishnamurtis teaching is an  excellent, wide-ranging introduction to the great philosophers  thought.",The Awakening of Intelligence,14.23,89771,http://ecx.images-amazon.com/images/I/41Z3DIsNIsL.jpg,Philosophy
62510142,Books,"J. Krishnamurti (1895-1986) was a renowned spiritual teacher whose lectures and writings have inspired thousands. His works includeOn Mind and Thought, On Nature and the Environment, On Relationship, On Living and Dying, On Love and Lonliness, On Fear,andOn Freedom.",On Fear,8,239028,http://ecx.images-amazon.com/images/I/51ldlV83I4L.jpg,Philosophy
62506498,Books,"J. Krishnamurti (1895-1986) was a renowned spiritual teacher whose lectures and writings have inspired thousands. His works includeOn Mind and Thought, On Nature and the Environment, On Relationship, On Living and Dying, On Love and Lonliness, On Fear,andOn Freedom.",Krishnamurti to Himself: His Last Journal,11.82,425936,http://ecx.images-amazon.com/images/I/41W3TV7FYNL.jpg,Biography
60648767,Books,The teacher probes the Western problems of conformity and loss  of personal values while offering a fresh approach to  self-understanding and the meaning of personal freedom and mature love.,Education and the Significance of Life,8.89,563563,http://ecx.images-amazon.com/images/I/51bld90aCqL.jpg,Philosophy
62505262,Books,"J. Krishnamurti (1895-1986) was a renowned spiritual teacher whose lectures and writings have inspired thousands. His works includeOn Mind and Thought, On Nature and the Environment, On Relationship, On Living and Dying, On Love and Lonliness, On Fear,andOn Freedom.",Meeting Life: Writings and Talks on Finding Your Path Without Retreating from Society,12.48,721589,http://ecx.images-amazon.com/images/I/51JCKB7PlSL.jpg,Spiritual
62506080,Books,"J. Krishnamurti (1895-1986) was a renowned spiritual teacher whose lectures and writings have inspired thousands. His works includeOn Mind and Thought, On Nature and the Environment, On Relationship, On Living and Dying, On Love and Lonliness, On Fear,andOn Freedom.",On Relationship,8.89,151867,http://ecx.images-amazon.com/images/I/514-tCnRDnL.jpg,Philosophy
62506072,Books,"J. Krishnamurti (1895-1986) was a renowned spiritual teacher whose lectures and writings have inspired thousands. His works includeOn Mind and Thought, On Nature and the Environment, On Relationship, On Living and Dying, On Love and Lonliness, On Fear,andOn Freedom.",On God,8.89,519730,http://ecx.images-amazon.com/images/I/51nI%2BLEY8hL.jpg,Philosophy
140190627,Books,,Be as You Are: The Teachings of Sri Ramana Maharshi (Compass),9.99,16409,http://ecx.images-amazon.com/images/I/71yTEK3Mu7L.jpg,Spiritual
77346270,Books,"Gloria Konig Fiero was born and raised in New York City.  She earned her Masters degree in Art History at the University of California, Berkeley, and her Ph.D. in Interdisciplinary Humanities at the Florida State University.  She has taught Humanities, World History, and Art History for more than twenty-five years.  She has written and lectured extensively on medieval and renaissance topics and on the arts of both East and West as they reflect the human condition.  She currently divides her time between New Orleans, Louisiana, and New York City.",The Humanistic Tradition Volume I: Prehistory to the Early Modern World,36.5,48924,http://ecx.images-amazon.com/images/I/51LxpabR-BL.jpg,History
143029681,Books,"Text: English, Hindi (translation)--This text refers to an out of print or unavailable edition of this title.",Kabir: The Weavers Songs (Penguin Classics),5.39,313316,http://ecx.images-amazon.com/images/I/41Ai3gRKU-L.jpg,Classics
60648147,Books,"Brings insight and compassion to bear on the problems of  insecurity and anxiety, and the solutions one finds through  attentiveness--the key to true intelligence.",Flame of Attention,8.97,851079,http://ecx.images-amazon.com/images/I/41X3%2BWuUShL.jpg,Fiction
143104942,Books,,The Tibetan Book of the Dead: First Complete Translation (Penguin Classics Deluxe Edition),13.37,7342,http://ecx.images-amazon.com/images/I/41rPwXaJ2hL.jpg,Classics
62511262,Books,"Sogyal Rinpoche was born in Tibet and raised by one of the most revered spiritual masters of this century, Jamyang Khyentse Ch&#246;kyi Lodr&#246;. With the Chinese occu-pation of Tibet, he went into exile with his master, who died in 1959 in Sikkim in the Himalayas. After university studies in Delhi and Cambridge, England, he acted as translator and aide to several leading Tibetan masters, and began teaching in the West in 1974. Rinpoche sees his lifes task as transplanting the wisdom of the Buddha to the West by offering training in the vision set out inThe Tibetan Book of Living and Dying. This training can enable those who follow it to understand, embody, and integrate Buddhist teachings into their everyday lives.Rinpoches reputation as an authority on the teachings associated withThe Tibetan Book of Living and Dyingand his dialogue with leading figures in the fields of psychology, science, and healing make him a sought-after speaker at international conferences and lectures. He travels extensively, teaching in North America, Europe, Australia, and Asia, and is the founder and spiritual director of Rigpa, a network of Buddhist centers and groups around the world.",Glimpse After Glimpse: Daily Reflections on Living and Dying,10.23,614472,http://ecx.images-amazon.com/images/I/41Xl70prJAL.jpg,Biography
62511149,Books,"Sogyal Rinpoche was born in Tibet and raised by one of the most revered spiritual masters of this century, Jamyang Khyentse Ch&#246;kyi Lodr&#246;. With the Chinese occu-pation of Tibet, he went into exile with his master, who died in 1959 in Sikkim in the Himalayas. After university studies in Delhi and Cambridge, England, he acted as translator and aide to several leading Tibetan masters, and began teaching in the West in 1974. Rinpoche sees his lifes task as transplanting the wisdom of the Buddha to the West by offering training in the vision set out inThe Tibetan Book of Living and Dying. This training can enable those who follow it to understand, embody, and integrate Buddhist teachings into their everyday lives.Rinpoches reputation as an authority on the teachings associated withThe Tibetan Book of Living and Dyingand his dialogue with leading figures in the fields of psychology, science, and healing make him a sought-after speaker at international conferences and lectures. He travels extensively, teaching in North America, Europe, Australia, and Asia, and is the founder and spiritual director of Rigpa, a network of Buddhist centers and groups around the world.",Meditation (A Little Book of Wisdom),10.79,1009812,http://ecx.images-amazon.com/images/I/51DBNZV3HEL.jpg,Philosophy
60927488,Books,"This book is based on Williamsons discovery of A Course in Miracles , a self-help guide whose provenance she doesnt explain. Age 26 at the time and feeling lost and desperate after indulging in the excesses of the 1960s, the Jewish author had no real hope for inspiration from the course because of its Christian terminology. But, she writes in this guide to the guide, the program works miracles for herself and for others who adopt its principles. Her extrapolations may appeal to readers in need of spiritual sustenance, but one questions Williamsons advice to the gravely ill. When she encourages them, for example, to write a letter to AIDS or cancer or whatever illness they might have, and tell it everything they feel--even to fabricate replies from the disease--readers are likely to consider that a serious situation is trivialized. Williamson is founder and president of the Los Angeles and Manhattan Center for Living, a support service. BOMC alternate; author tour.Copyright 1991 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",A Return to Love: Reflections on the Principles of &quot;A Course in Miracles&quot;,8.58,375,http://ecx.images-amazon.com/images/I/617A2eC653L.jpg,Self-help
60647965,Books,Penetrating dialogues between the great spiritual leader and the  renowned physicist shed light on fundamental questions of existence.,The Ending of Time (Dialogue),9.78,218972,http://ecx.images-amazon.com/images/I/518at6uisZL.jpg,Philosophy
62506099,Books,"Krishnamurti explores ways for us to be engaged in but not  engulfed by our work and shows how our avaricious, envious, seeking  power modes of living and working produce a world of competition,  ruthlessness, [and] oppression, ultimately ending in war.",On Right Livelihood,11.59,1690802,http://ecx.images-amazon.com/images/I/81SZufweXLL.jpg,Spiritual
140195858,Books,"G. I. Gurdjieffwas born in 1887 in Alexandropol. After studying with spiritual masters in the Near East and Asia, he founded the Institute for the Harmonious Development of Man in France.","Life Is Real Only Then, When I Am (Compass)",3.99,83380,http://ecx.images-amazon.com/images/I/51sTSPFdA2L.jpg,Biography
60648414,Books,,Krishnamurtis Journal,15.51,315768,http://ecx.images-amazon.com/images/I/71jxeSRBTxL.jpg,Biography
28251792,Books,,Algebra 2 Texas Edition,14.33,674913,http://ecx.images-amazon.com/images/I/510pb0CNLwL.jpg,Education
28603664,Books,,Betty Crocker's Creative Cookies (Betty Crocker Home Library),8.5,4116133,http://ecx.images-amazon.com/images/I/71Q4CXBYZDL.gif,Cooking
28604296,Books,,Movie Time: A Chronology of Hollywood and the Movie Industry,6.5,2724138,http://ecx.images-amazon.com/images/I/51Q554HF1JL.jpg,Business
002860833X,Books,,Acupressure: (Naturally Better),12.18,179664,http://ecx.images-amazon.com/images/I/51R12P5C4ML.jpg,Health
28604350,Books,"Children catch many more infections during their early years than adults do&#151;in part because of their young immune systems, in part because of exposure to lots of germs at school, day care, and home. From ear infections to sore throats, food poisoning to chickenpox, children seem to come home with some new germ every week. Fortunately, there is much parents can do to reduce the number of infections that children contract, and parents will be greatly relieved to turn to this book for advice and guidance when facing everything from the common cold to more serious infections such as meningitis. This book provides the information parents need about the most common infections that their children are likely to catch, as well as diseases that are guarded against by vaccines, and some rarer diseases that parents should know about in case of an emergency. It is intended to help parents identify these diseases and make educated decisions about when a child needs medical intervention or attention, or whether home treatment is warranted. Organized from A to Z, the entries include information about each infection:causessymptomshow it spreadsincubation periodwhen to call the doctordiagnosistreatmentpreventionAlso included in the book is an index of symptoms and a series of appendices with vaccine recommendations, advice for day-care workers on the prevention of outbreaks, and other handy resources for parents. Visit us on-line at http://www.mgr.com",The Children's Hospital Of Philadelphia: Guide To Common Childhood Infections,12.12,4890826,http://ecx.images-amazon.com/images/I/516NX39B4TL.jpg,Health
28603745,Books,,Betty Crocker's Pasta Cookbook (Betty Crocker Home Library),8.61,1768260,http://ecx.images-amazon.com/images/I/512VCESGZ3L.jpg,Cooking
002860394X,Books,,The Healing Kitchen: An Indoor Herb-Garden Pharmacy for Cooks,9.6,1591307,http://ecx.images-amazon.com/images/I/51QGJ2HCM6L.jpg,Cooking
28604318,Books,There have been many historical treatises written on the world's fine architectural treasures: now enjoy an armchair journey which emphasizes cutaways and photos. The illustrative quality is beautiful in a volume which provides a refreshingly different three-dimensional portrait of the world's finest architectural achievements.  --Midwest Book Review,Behind Facades/a Dramatic Cutaway Look into Five of the World's Architectural Treasures-Featuring Panoramic Foldouts: A Dramatic Cutaway Look into ... -- Featuring Spectacular Panoramic Foldouts,10,3203602,http://ecx.images-amazon.com/images/I/61GQTVXRYWL.jpg,History
28604466,Books,"This is a beautifully wrought introduction to classical music, aimed squarely at the neophyte and replete with time lines and lots of handsome photographs. It is accompanied by a 70+ minute compact disc with musical snippets to illustrate the text. It is a companion volume to Waugh's Opera: A New Way of Listening.",Classical Music: A New Way of Listening,7.16,1895800,http://ecx.images-amazon.com/images/I/71Z77VVE15L.gif,Music
28608151,Books,"No single volume sings the epic saga of the game with quite the rhythms ofThe Baseball Encyclopedia.Now in its 10th edition, the granddaddy of all sports reference books is, at just over eight pounds and 3000 pages, the National Pastime's weightiest tome. As all-seeing as Homer and Milton, as all-knowing as Shakespeare and Yeats, the encyclopedia finds its poetry in the rhythms of baseball's numbers. Every player--regardless of significance--is present, with all the essential statistics of his career. There are, no doubt, some soulless creatures who may open the encyclopedia and just see page after page of dry, meaningless, numbing data; the rest of us know better: 755, 714, 61, 511, .406, 1.12, and 4,256 are all self-contained dramas filled with tension, and inspiring awe. It is in these stats, and thousands more, that the mysteries of the game begin to reveal themselves.",The Baseball Encyclopedia: The Complete and Definitive Record of Major League Baseball,24.23,360005,http://ecx.images-amazon.com/images/I/51fpqEkr3PL.jpg,Sports
28603443,Books,,Divorce: A Woman's Guide to Getting a Fair Share,13.3,2967710,http://ecx.images-amazon.com/images/I/51FAZ5BFVDL.jpg,Self-help
28603605,Books,"&#151;Los Angeles Daily NewsIt's Easy to Make a Different Dish Every NightWith over 300 recipes, The Complete Book of Sauces can help you turn your ordinary dinner into a delicious meal. Author Sallie Y. Williams includes white sauces, wine sauces, marinades and barbecue sauces, salad dressings, sweet sauces for desserts, and fruit sauces. A variety of new, mouthwatering sauces to enhance your favorite dishes&#151;like Jalape&#241;o Vinaigrette, Dijon Yogurt Dressing, Fresh Vegetable Salsa, Garlic and Honey Marinade, and Gingered Pear Sauce&#151;are a snap to create. Classic recipes&#151;such as Hollandaise and B&#233;chamel&#151;are represented here as well, some with quick blender versions, and all of them reworked for ease of preparation. Other features include step-by-step instructions, storage advice, special sauce tips, and a cross-indexing section that pairs sauces and dishes to make meal planning a breeze.",The Complete Book of Sauces,11.3,61560,http://ecx.images-amazon.com/images/I/51SjLaDNOXL.jpg,Cooking
28608283,Books,,Tarot for Cats: Unlock the Mysteries of Your Nine Lives!,17.51,827561,http://ecx.images-amazon.com/images/I/51YZM9ANCWL.jpg,Spiritual
28266137,Books,,Glencoe Life Science: Reinforcement,16.24,2168605,http://ecx.images-amazon.com/images/I/41ee1-5fk-L.jpg,Reseach Magazines/Technical magazines
28310640,Books,,"Reading and Writing Workbook,  Level 1, Book 1 (Open Court Reading)",4.99,320889,http://ecx.images-amazon.com/images/I/91VWGYkjiIL.jpg,Self-help
28604369,Books,"A wonderful guide to battles fought in the United States,American Battlefieldsspans two centuries of history. It hits all the high points, from Yorktown to Gettysburg, and provides helpful overviews of what happened at each location. Tourists will find valuable information on these pages, and this is a good guide for planning trips as well as taking along as a travel companion. Although the bulk of the book is devoted to the Civil War, a major strength of American Battlefields is that it doesn't ignore some of the less-famous conflicts, such as the French and Indian Wars, the War of 1812, and the War with Mexico. The American Revolution, the Alamo, the Wars with Native Americans, and Pearl Harbor also get their due. Two-color maps provide helpful reference points throughout.--John Miller","American Battlefields: A Complete Guide to the Historic Conflicts in Words, Maps, and Photos",12.2,7402825,http://ecx.images-amazon.com/images/I/51B8FQ6ZNXL.jpg,History
28608712,Books,,Frommer's Frugal Traveler's Guides: Ireland from $45 a Day (16th ed),10.2,4439920,http://ecx.images-amazon.com/images/I/71V0J40QWHL.gif,City Book/Travel Guide
28608909,Books,,Driving Tours: Ireland (Frommer's Ireland's Best-Loved Driving Tours),7.5,3057313,http://ecx.images-amazon.com/images/I/5176VHFPYAL.jpg,City Book/Travel Guide
28608488,Books,,The Baseball Fan's Companion: How to Master the Subtleties of the World's Most Complex Team Sport and Learn to Watch the Game Like an Expert,12.5,807672,http://ecx.images-amazon.com/images/I/51FY50HMKPL.jpg,Sports
002860623X,Books,,Outside Magazine's Adventure Guide to Northern California (Frommer's Great Outdoor Guide to Northern California),15.47,463138,http://ecx.images-amazon.com/images/I/51X3G7AK76L.jpg,City Book/Travel Guide
28609344,Books,,Frommer's America on Wheels South Central States &amp; Texas 1997,16.2,6342761,http://ecx.images-amazon.com/images/I/61T87SC1NFL.jpg,City Book/Travel Guide
28608364,Books,,Jimi Hendrix: The Ultimate Experience,14.8,2640476,http://ecx.images-amazon.com/images/I/61l9BYD4-zL.jpg,Biography
28603001,Books,,How to Write Book Reports,12,2872473,http://ecx.images-amazon.com/images/I/41F2ZZAAXML.jpg,Self-help
28608518,Books,"This survey of trends in U.S. religious beliefs compiled by the Gallup Organization presents tables and graphs that delineate Americans in groups and as individuals, and a variety of tallied responses to support the pollsters"" conclusion that 'despite a strong, typically Amerian independent streak, the degrees of religious orthodoxy found among Americans is simply amazing.' Belief in God is expressed by large numbers; Catholics appear to have become more independent in interpretation of dogma; the educated tend to be analytical about religion. There is a wealth of material here that, although informative, is plodding to read and in the form presented is not likely to interest general readers.Copyright 1989 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",The Macmillan Illustrated Encyclopedia of Myths and Legends,11,2821504,http://ecx.images-amazon.com/images/I/51S3WDHAVQL.jpg,Business
28607260,Books,,The Politically Correct Gift Set: Politically Correct Holiday Stories/Once upon a More Enlightened Time/Politically Correct Bedtime Stories,3.98,240055,http://ecx.images-amazon.com/images/I/814VLuzsxpL.jpg,City Book/Travel Guide
28603575,Books,"Following up on her successfulRisotto, Judith Barrett takes us on a further adventure, featuring rice prepared in more than 100 ways inRisotto, Risotti. She provides six methods for preparing this traditionally northern Italian pasta, going beyond the classic 'add broth and stir ' method, to include the microwave and the pressure cooker. Wildly eclectic dishes include Fiddlehead Ferns and Gruyere Cheese Risotto, and Risotto with Catfish. (Italianate recipes like Mediterranean Fish Risotto with Saffron seem more appealing.) A dozen low fat recipes and 'risotti ' made with other grains or using vegetables in place of rice, plus dessert recipes make this a trendy book.",Risotto Risotti,21.6,845309,http://ecx.images-amazon.com/images/I/518FVHJ9NYL.jpg,Cooking
28603842,Books,"Weight Watchers Slim Ways Mexican showcases 150 tempting recipes of an ethnic cuisine rich and savory with flavors. Old favorites (nachos, chimichangas, fajitas and quesadillas) are included along with less well-known dishes that will tantalize the taste buds (Chile con Queso, Drunken Beans with Chorizo, Chicken-Stuffed Chile Peppers With Tomato-Cheese Sauce, &quot;Fried&quot; Plantain, Beef and Potato Tacos, Almond-Lime Torte). Weight Watchers Slim Ways Mexican will help anyone cook like a native. A glossary of special Mexican ingredients is included, along with a special section on fresh and dried chiles, from habanero and ancho to serrano and pasilla. Instructions for obtaining hard-to-find ingredients through mail-order companies are also provides. Each recipe includes Weight Watchers Selection Information and a complete nutritional assessment, including calories, fat, cholesterol, sodium, total carbohydrate, dietary fiber, protein and calcium.  --Midwest Book Review",Weight Watchers Slim Ways: Mexican,19.86,771248,http://ecx.images-amazon.com/images/I/61CWF7QBF8L.jpg,Cooking
28603648,Books,,Weight Watchers Slim Ways Chicken,10,2802087,http://ecx.images-amazon.com/images/I/21QE4TDKFCL.jpg,Cooking
28609336,Books,,Frommer's America on Wheels Southeast 1997,12,4875283,http://ecx.images-amazon.com/images/I/61NEN08PY6L.jpg,City Book/Travel Guide
28330706,Books,,Mathematics: Applications and Connections Course 3: Assessment and Evaluation Masters,13,3006974,http://ecx.images-amazon.com/images/I/41l5qMUq5PL._SL500_.jpg,Education
28609891,Books,"In the time it takes the water to boil and the pasta to cook, you can whip up these scintillating sauces that will turn your warmed Ragu and flaccid pasta meals into gastronomic events.  Try Tomato Sauce with Hot Pepper Vodka and Cream, Sardine and Olive Sauce, and Stir-fried Broccoli and Walnut Sauce.",While the Pasta Cooks: 100 Sauces So Easy You Can Prepare the Sauce in the Time It Takes to Cook the Pasta,19.12,862654,http://ecx.images-amazon.com/images/I/614VVRTE55L.jpg,Cooking
002860573X,Books,"Text: English, Spanish",Harrap's Spanich Micro Dictionary (Harrap's Micro Dictionary),17,6729030,http://ecx.images-amazon.com/images/I/71YTF6WFQ7L.gif,Dictionary
002860038X,Books,,Peter Schneider on Roses (Burpee Expert Gardener),15.5,1947035,http://ecx.images-amazon.com/images/I/51pGtRdezgL.jpg,Gardening
28605772,Books,"A coast-to-coast tour of small towns chosen for scenery, viable economics, diversity, and low crime will excite any who long to escape the big city for a more viable living situation. Included among the many statistical references to these 100 selected areas are details on income levels, schools, health care and housing, and quotes from residents.  --Midwest Book Review",The 100 Best Small Towns in America,15.8,398279,http://ecx.images-amazon.com/images/I/513RZ0DEMYL.jpg,City Book/Travel Guide
002860931X,Books,,Frommer's America on Wheels Northwest &amp; Great Plains 1997,6.99,6024096,http://ecx.images-amazon.com/images/I/51PKVXFH88L.jpg,City Book/Travel Guide
28608208,Books,"Join 200,000 other runners in using the bestselling training diary from the world&#39;s leading running magazine! Runner&#39;s World Training Diary Even if you&#39;ve read Bill Rogers, George Sheehan, or Jim Fixx and have benefited from the advice of running experts, you can gain even more knowledge by keeping and studying your own personal running record. Inside this handy diary, Runner&#39;s World provides the outline. You fill in the facts about each day&#39;s run, such as your pace, the distance you ran, your pulse rate, and weather conditions. You set the goals&#151;to run every day or twice a week, to log two or ten miles a day, to train for a 10K or a marathon&#151;then note your progress. You discover what really works, and what doesn&#39;t. In addition to providing a useful format and generous space for charting an entire year&#39;s running, the Runner&#39;s World Training Diary also includes:Charts to record racing results, best times, a year&#39;s running at a glanceTables listing pacing rates, wind-chill readings, metric distance conversionsWarm-up exercises and tables showing the caloric cost of runningHelpful running hintsPages for training records, schedule planning, and much more!",Runner's World Training Diary,7.99,1115793,http://ecx.images-amazon.com/images/I/41zZPjqVpnL.jpg,Self-help
28607007,Books,,Frommer's Born to Shop Great Britain,4.99,5637753,http://ecx.images-amazon.com/images/I/41WWN0BSSSL.jpg,City Book/Travel Guide
28609352,Books,,Frommer's America on Wheels Great Lakes &amp; Midwest 1997,10,3843855,http://ecx.images-amazon.com/images/I/61MPG8AX3RL.jpg,City Book/Travel Guide
28341783,Books,,"Advanced Mathematical Concepts, Study Guide and Practice Masters",3.99,2757808,http://ecx.images-amazon.com/images/I/81oCXO2feIL.jpg,Education
28605608,Books,"Got a looming deadline and a bone-dry idea tank? Take a gander at Kathryn Lamm's compendium, which includes thousands of ideas from every discipline--English, history, social studies, journalism, art, and so forth. The range of topics is truly dizzying. And the ideas are ranked from average difficulty ('Swimming safety ') to those requiring specialized knowledge ('Compare the Romanesque architecture of Ste.Madeline of Vezelay and St.Benoit - sur - Loire,France').","10,000 Ideas for Term Papers, Projects, Reports &amp; Speeches (Arco 10,000 Ideas for Term Papers, Projects, Reports &amp; Speeches)",4,2770547,http://ecx.images-amazon.com/images/I/710CY680Q7L.gif,Reseach Magazines/Technical magazines
28610482,Books,,Will You Marry Me?: The World's Most Romantic Proposals,20.3,4117597,http://ecx.images-amazon.com/images/I/61179PD7AWL.jpg,Fiction
28608313,Books,,Tai Chi (Naturally Better),12.5,2666730,http://ecx.images-amazon.com/images/I/51BBYHQJX3L.jpg,Health
28608437,Books,"How would famous authors write advertising today if given the chance? Green's hilarious spoof on literary creation takes the voices and creations of famous writers and pairs their approach to possible ads: &quot;Tony Tiger, goodness sakes,Eats a bowl of Frosted Flakes;/What brave artist dared create/The mighty beast who roars &quot;They're G - R - R - R - E - A - T!--Midwest Book Review ",,11.99,3248859,,Humour
28610016,Books,,Jamaican Cooking: 150 Roadside and Homestyle Recipes,12.59,937127,http://ecx.images-amazon.com/images/I/51CMME7M63L.jpg,Cooking
002860881X,Books,,"Frommer's Bed and Breakfast Guides: New England : Maine, New Hampshire, Vermont, Massachusetts, Rhode Island, Connecticut (Frommer's Bed &amp; Breakfast Guide New England)",10.99,2039119,http://ecx.images-amazon.com/images/I/51XXTRBGX5L.jpg,City Book/Travel Guide
002860847X,Books,"Frazier was born in 1944 in rural South Carolina, one of 13 children of a father who also boasted of 13 other kids born out of wedlock. Unable to adjust to life in the South, Frazier went to New York City at age 15 and then to Philadelphia, where eventually a syndicate of businessmen backed him in the ring. He won an Olympic gold medal in 1964 and, after Muhammad Ali was stripped of his title as heavyweight champion for refusing military induction during the Vietnam War, Frazier was named champion in 1970. The following year, he defeated the reinstated Ali and reigned until 1973, when he lost his title to George Foreman. Once a friend of Ali, he became an enemy after a steady barrage of insults from 'The Louisville Lip,' and it's noteworthy that he always refers to Ali in these pages as Cassius Clay (his pre-Muslim name). Frazier has never ceased to work, nor has he lost faith in the American dream, so his autobiography, written with prize-winning boxing journalist Berger, may prove inspirational to young people. Photos not seen by PW. Author tour.Copyright 1996 Reed Business Information, Inc.","Smokin'Joe: The Autobiography of a Heavyweight Champion of the World, Smokin ' Joe Frazier",7.99,435862,http://ecx.images-amazon.com/images/I/51YSKJX3FML.jpg,Biography
28610431,Books,,The Complete Idiot's Guide to Learning French on Your Own (Complete Idiot's Guides) (French Edition),4,964371,http://ecx.images-amazon.com/images/I/71PRJ1E9BHL.gif,Biography
28608135,Books,"Tattersall, a polished presenter of paleoanthropology (The Fossil Trail), turns this album toward a specific vexation of the field: the relation of our species to the Neanderthals. Do they constitute lineal ancestors or a separate evolutionary branch? Were they exterminated or absorbed by humans about 30,000 years ago? Interpretations of the evidence excite strenuous debate among the experts, as chronicled in James Shreeve'sThe Neandertal Enigma,so what 's a curious amateur to make of the brouhaha? That's where Tattersall(also a museum curator) excels as he conveys the essentials of the technical literature to the public.These consist of methods by which Neanderthal sites are dated,what inferences may be drawn from the fossils ' anatomy, and for background, a narrative of current knowledge about the hominid line. Abundant full-page photos of specimens and archaeological digs cement Tattersall's clarity on the topic, making this an immeasurable aid to students and armchair anthropologists alike.Gilbert Taylor","The Last Neanderthal: The Rise, Success, and Mysterious Extinction of Our Closest Human Relatives",13.39,821810,http://ecx.images-amazon.com/images/I/51CK32F63JL.jpg,History
28609980,Books,"' Most Cubans will tell you that we have two food groups: party food--made up of snacks--and real food, built around fish,stews and soups,'write menu consultant Randleman and editor Schwartz. 'We seem to consume more of the former.' In 1957, when Randleman herself was 10 years old, her prosperous family emigrated to Miami from Cuba. Her memories of pre-Castro life and eating are filtered through a golden haze of childhood recollection: cousin Pepe entertains his family at meriendasic (afternoon tea), in which 'steaming trays began appearing from the kitchen, borne by a parade of indulgent maids and cooks, and glamorous Aunt Titi drives the young Randelman to the Havana Yacht Club for incomparable freshly fried potato chips and croquetassic 'filled with smoky creamed ham and splashed with lime juice. 'The Cuban national cuisine as it emerges here is a fusion of Spanish, African, Chinese and Portuguese elements, as one sees in a dish such as okra stew with plaintain dumplings ( guiso de quimbombo ), containing root vegetables, sherry, bacon and Cuban beef stock, always seasoned with cumin.92 Lime juice is used liberally, both as marinade and flavoring. Desserts are largely custards, flans and puddings.250 The book is a personal yet comprehensive introduction to a cuisine perpetuated more in South Florida than in its native island.Copyright 1992 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.",Memories of a Cuban Kitchen,14.55,178551,http://ecx.images-amazon.com/images/I/61MECwopaQL.jpg,Cooking
